,age,expenses,financial_status,experience,estimated_period,unwilling_toAccept,scenario,sum_scores,salary
632,2,1,1,7,2,2,1,3,57106026
633,1,4,3,4,2,1,1,3,22119769
634,4,4,4,7,4,4,4,5,33111947
635,1,4,1,5,3,2,2,3,71533594
636,2,3,1,7,4,3,3,4,23713529
637,1,1,1,7,1,1,2,2,97203587
638,4,1,1,7,3,3,2,3,45910428
639,3,4,3,2,3,2,3,3,9898173
640,1,1,1,1,1,1,1,1,42695095
641,4,1,2,8,4,2,3,4,73473720
642,1,2,2,3,1,1,1,2,95699954
643,1,2,1,1,1,1,3,1,94608208
644,1,1,1,1,1,1,1,1,33372795
645,4,1,1,1,3,2,1,2,44521384
646,1,2,3,7,3,1,1,3,69362704
647,3,2,1,4,2,2,3,3,82914682
648,3,2,4,1,4,3,2,3,55244975
649,3,2,4,8,4,3,4,5,70425789
650,1,1,1,1,1,1,1,1,77453663
651,3,3,4,5,3,4,4,4,7528914
652,1,4,4,7,3,1,2,4,20761939
653,1,4,4,4,2,4,2,3,85372300
654,4,4,4,5,4,4,4,5,19362916
655,4,4,4,6,4,4,4,5,46723602
656,1,1,1,1,1,1,1,1,53187070
657,2,2,4,6,4,4,4,4,33770019
658,4,3,2,3,4,2,3,3,2700467
659,1,1,1,1,1,1,1,1,27711986
660,1,1,1,1,1,1,1,1,66471040
661,2,3,3,3,4,4,2,3,27421435
662,4,3,1,7,2,3,4,4,46279118
663,3,1,3,6,3,4,1,3,98016665
664,3,2,4,7,4,3,3,4,65079253
665,1,1,1,1,1,1,1,1,32396543
666,3,4,1,4,1,3,2,3,7232461
667,4,4,1,7,1,1,4,4,66022558
668,1,1,1,1,1,1,1,1,36471329
669,4,2,4,3,2,1,3,3,7875753
670,3,4,3,8,4,4,4,5,34328195
671,2,1,2,1,3,1,2,2,38578137
672,3,3,3,8,3,3,3,4,59956148
673,3,4,1,1,1,3,1,2,91211672
674,2,2,1,4,3,3,4,3,2504638
675,2,4,2,5,4,3,1,3,25475534
676,4,3,4,2,2,1,1,3,39370947
677,3,3,3,7,2,4,3,4,48649700
678,3,2,4,1,1,2,3,3,36761760
679,4,3,4,7,4,4,2,5,28263177
680,2,2,4,5,1,1,4,3,21969073
681,1,1,1,1,1,1,1,1,28424371
682,1,1,1,3,4,2,3,2,86632904
683,4,2,2,8,3,2,2,4,86238255
684,2,4,3,3,2,2,1,3,87664558
685,1,4,3,2,1,2,2,2,20028947
686,3,4,1,6,1,2,1,3,51306631
687,1,1,1,1,1,1,1,1,77373368
688,3,4,3,8,1,1,4,4,20793220
689,3,2,4,6,1,3,1,3,37531366
690,3,3,4,3,1,1,3,3,11197370
691,2,1,1,8,4,2,4,4,58666223
692,2,3,1,3,3,4,3,3,84760620
693,1,2,3,1,1,2,4,2,75166989
694,4,4,4,7,4,4,4,5,66792022
695,2,4,2,2,2,4,4,3,91746941
696,3,1,1,4,3,3,3,3,39317353
697,2,3,4,4,1,3,2,3,86936664
698,3,4,4,5,2,1,2,3,72608217
699,1,1,1,1,1,1,1,1,6825598
700,4,3,3,8,2,3,3,4,93047967
701,4,1,4,1,3,3,4,3,60339158
702,4,1,4,6,2,4,2,4,6865166
703,2,1,1,3,1,2,1,2,6129660
704,2,4,3,8,1,2,3,4,7050029
705,4,3,3,7,2,3,4,4,62626482
706,1,4,3,5,1,1,4,3,84111188
707,2,3,4,3,2,3,4,3,92155892
708,1,1,1,1,1,1,1,1,68274823
709,3,3,4,5,4,2,3,4,96177528
710,1,3,4,3,4,4,2,3,7821286
711,1,1,1,1,1,1,1,1,44960612
712,3,3,2,1,3,4,4,3,69348660
713,1,1,1,1,1,1,1,1,19511367
714,3,2,1,5,2,1,2,3,53232283
715,2,3,3,6,4,1,3,4,99437988
716,2,4,4,1,3,3,4,3,30757981
717,4,3,1,2,3,1,3,3,34962903
718,4,1,1,6,4,2,3,3,76268301
719,4,4,4,5,4,4,4,5,17650904
720,1,2,2,5,3,3,3,3,89895311
721,4,3,2,1,1,3,4,3,46883282
722,1,2,4,4,1,1,1,2,43522966
723,1,1,1,1,1,1,1,1,90515618
724,4,4,4,7,4,4,4,5,79012828
725,3,1,4,2,4,1,4,3,18171999
726,1,1,1,4,3,4,2,3,54415977
727,3,1,1,4,4,2,3,3,69431854
728,3,2,1,4,1,2,2,2,10473168
729,1,4,1,2,2,2,3,2,48173017
730,4,4,4,8,4,4,4,5,46864029
731,4,2,2,6,4,2,2,4,17470963
732,2,2,3,8,2,4,4,4,17564688
733,4,2,3,4,4,2,2,3,47269615
734,2,2,2,7,1,4,3,3,26166443
735,1,2,3,4,3,4,4,3,4399305
736,4,4,4,7,3,2,1,4,54045795
737,2,2,4,7,4,1,1,3,43461572
738,4,1,4,7,3,3,1,4,42469610
739,3,2,3,6,2,4,4,4,14233500
740,4,2,1,7,1,4,1,3,87128070
741,1,1,1,1,1,1,1,1,72193657
742,1,1,1,1,1,1,1,1,41315037
743,1,3,1,5,4,1,1,3,90031924
744,2,1,4,3,2,3,1,3,28021467
745,4,3,2,5,4,3,1,4,99764845
746,3,3,3,6,1,3,1,3,41752039
747,4,3,1,6,2,2,1,3,59190299
748,1,3,2,5,2,3,1,3,93573175
749,3,3,2,6,3,4,4,4,92903703
750,3,4,1,8,3,3,2,4,5743589
751,3,4,1,6,4,2,2,4,60094216
752,1,1,2,5,1,4,2,3,19318205
753,4,4,4,6,4,4,4,5,27744794
754,2,2,1,5,4,2,1,3,14027684
755,3,1,4,1,3,2,2,3,69722203
756,4,3,3,6,1,1,2,3,18280624
757,1,1,4,6,4,2,2,3,93317034
758,1,1,1,1,1,1,1,1,61259937
759,4,3,1,8,3,1,1,3,93031843
760,2,1,4,7,3,2,1,3,38669715
761,1,1,4,6,1,2,3,3,19569653
762,1,1,2,8,1,1,4,3,21566152
763,3,3,2,3,1,2,2,3,72405912
764,1,1,1,1,1,1,1,1,68598243
765,1,3,3,7,2,1,2,3,9311467
766,1,1,1,1,1,1,1,1,64518323
767,1,3,2,2,3,1,1,2,23692827
768,1,2,2,2,3,1,1,2,76297645
769,2,2,2,4,1,2,2,2,3398279
770,4,4,4,8,4,4,4,5,88026763
771,3,1,2,6,4,4,3,4,14019106
772,2,3,3,5,2,4,1,3,76718110
773,1,4,1,5,4,2,2,3,17512298
774,1,1,3,8,2,4,1,3,56602514
775,2,3,4,6,4,2,4,4,8752463
776,2,1,2,3,3,2,3,3,57472898
777,3,2,3,3,2,1,2,3,31660822
778,2,1,1,6,2,3,4,3,99568712
779,4,4,1,2,1,1,1,2,34743529
780,1,4,1,5,3,3,3,3,14052304
781,1,2,2,2,1,2,3,2,68879083
782,4,4,4,6,4,4,4,5,82268522
783,3,4,4,1,1,3,2,3,69114384
784,4,4,4,7,4,4,4,5,92469043
785,1,2,3,4,4,2,3,3,34671760
786,1,3,1,3,3,3,2,3,24182073
787,2,1,1,2,4,3,2,2,52541084
788,2,2,2,4,1,2,4,3,69785045
789,1,4,2,6,3,4,4,4,44789576
790,4,1,1,3,1,4,2,3,16130058
791,1,2,1,6,1,2,1,2,55374595
792,2,4,2,6,1,1,4,3,75012134
793,1,1,3,5,4,4,2,3,97340656
794,1,1,1,1,1,1,1,1,39391820
795,1,2,4,8,2,4,3,4,29390560
796,3,1,4,8,4,2,3,4,93199709
797,3,4,4,7,3,1,3,4,10894238
798,1,1,1,1,1,1,1,1,65759726
799,1,1,1,1,1,1,1,1,51446565
800,2,4,3,2,2,3,2,3,83885321
801,2,3,3,5,1,3,3,3,92441344
802,1,1,3,4,2,3,2,3,82007033
803,4,2,3,7,4,2,3,4,26210963
804,3,4,3,5,4,3,2,4,25957440
805,1,4,3,7,3,2,4,4,6277044
806,4,4,3,7,4,2,2,4,80637690
807,1,2,3,4,3,1,2,3,51141056
808,3,1,1,7,4,1,1,3,73975908
809,1,1,1,1,1,1,1,1,30215038
810,1,4,1,7,1,3,1,3,89274700
811,2,2,3,8,4,4,2,4,61356927
812,3,1,4,5,1,3,4,3,10826683
813,4,3,3,7,2,3,1,4,50925314
814,4,4,4,6,4,4,4,5,7811283
815,1,1,1,1,1,1,1,1,46228141
816,3,2,1,3,3,1,3,3,49804306
817,2,2,2,1,4,3,3,3,27614160
818,4,4,4,6,4,4,4,5,62682554
819,1,1,1,1,3,2,4,2,10444224
820,1,1,1,1,1,1,1,1,20621077
821,2,1,4,1,3,4,3,3,83846869
822,3,4,4,6,1,3,2,4,57848648
823,1,1,1,8,4,1,1,3,58855439
824,2,3,1,7,3,3,1,3,88777611
825,4,4,4,5,4,4,4,5,89954414
826,1,4,3,3,4,3,1,3,33769921
827,4,2,1,5,3,2,2,3,36540169
828,1,1,2,3,4,3,1,2,57407468
829,4,4,4,8,4,4,4,5,82384063
830,2,1,2,4,1,3,1,2,79279406
831,1,1,1,1,1,1,1,1,97215845
832,1,3,1,8,4,3,1,3,13146059
833,1,1,2,8,1,3,3,3,21578690
834,2,3,3,1,1,1,2,2,45806426
835,4,3,1,5,4,3,1,3,75041440
836,4,1,2,3,2,4,4,3,9207984
837,2,1,1,6,3,1,2,3,50917341
838,4,1,2,5,1,2,3,3,95230692
839,4,1,4,8,1,2,1,3,61579485
840,1,3,2,2,4,4,2,3,62631565
841,1,1,4,6,1,2,1,3,93980377
842,2,1,1,2,1,2,2,2,67175603
843,1,1,1,1,1,1,1,1,38524677
844,2,2,1,7,4,3,1,3,61951348
845,1,1,3,8,2,4,1,3,82966002
846,1,4,2,4,1,2,3,3,40819122
847,4,4,4,5,4,4,4,5,87416844
848,3,4,2,3,4,1,2,3,58216603
849,2,2,4,2,3,3,1,3,9159943
850,2,1,3,8,1,4,4,4,65735682
851,4,4,3,5,2,3,1,4,25345938
852,1,1,2,3,1,4,2,2,15783412
853,4,3,2,7,3,3,2,4,92084406
854,1,4,2,5,2,4,1,3,82802928
855,1,1,1,1,1,1,1,1,46739253
856,1,1,1,1,1,1,1,1,57300495
857,2,3,1,7,2,3,1,3,46536071
858,3,1,1,1,1,3,1,2,8611701
859,2,4,2,8,2,1,3,4,70107406
860,4,3,1,1,1,4,3,3,56002722
861,1,1,1,1,1,1,1,1,19767311
862,3,4,1,2,3,3,2,3,99965043
863,4,4,4,3,3,4,2,4,60291653
864,4,4,4,5,3,2,3,4,34057338
865,2,3,3,4,4,4,4,4,91142159
866,4,3,4,3,1,3,1,3,40583647
867,2,3,3,1,4,4,3,3,86727861
868,1,3,2,2,3,1,4,3,50401049
869,2,4,3,5,3,2,1,3,23857567
870,4,2,1,6,3,4,4,4,95713624
871,1,1,1,1,1,1,1,1,56210911
872,2,4,2,4,3,2,4,3,45992250
873,3,1,4,5,2,4,2,3,23978955
874,1,1,1,6,3,1,2,2,20562552
875,1,4,1,7,3,4,2,4,35974695
876,3,1,2,5,3,3,2,3,30098175
877,4,1,4,6,4,1,1,3,61353472
878,2,2,1,4,1,2,2,2,36079375
879,2,1,2,7,4,4,4,4,91217597
880,1,1,4,8,4,3,3,4,1919276
881,4,3,4,3,2,4,2,4,97754561
882,1,1,1,1,1,1,1,1,67867503
883,1,1,1,1,1,1,1,1,94876349
884,3,4,4,6,3,1,3,4,75371333
885,4,1,4,1,2,1,4,3,30963326
886,2,3,4,8,1,3,2,4,52678725
887,1,1,1,1,1,1,1,1,41175652
888,1,1,1,1,1,1,1,1,22538568
889,2,4,2,6,4,1,1,3,6153698
890,3,2,2,1,2,2,4,3,58934842
891,3,4,3,5,3,4,3,4,43417923
892,3,3,1,7,1,4,4,4,83188300
893,1,1,1,1,1,1,1,1,11254193
894,1,1,3,2,4,4,2,3,72076706
895,4,4,4,8,4,4,4,5,9574262
896,2,3,1,6,4,4,2,4,4232386
897,1,1,1,1,1,1,1,1,11663178
898,1,1,1,1,1,1,1,1,8217497
899,1,1,1,1,1,1,1,1,11219907
900,2,1,2,6,1,3,1,3,49537988
901,2,3,3,8,1,2,3,4,45637458
902,1,1,1,1,1,1,1,1,67752139
903,2,3,2,1,3,4,1,3,71694385
904,4,2,4,6,3,1,3,4,98674727
905,2,1,1,5,3,4,4,3,28110011
906,1,3,3,3,4,2,3,3,40427528
907,3,3,3,6,1,4,1,3,60274244
908,1,1,1,1,1,1,1,1,7550102
909,1,2,1,5,1,3,4,3,77197878
910,1,2,3,6,4,4,4,4,98817518
911,1,3,4,3,3,4,4,4,53763169
912,4,4,3,4,3,2,4,4,26544375
913,1,1,3,4,1,3,3,3,95427791
914,4,1,1,5,3,2,4,3,81344802
915,2,3,1,2,4,1,4,3,12231575
916,1,1,1,1,1,1,1,1,90372894
917,4,2,3,5,1,4,3,4,18511479
918,2,2,3,1,4,2,3,3,75471097
919,4,1,4,6,3,4,3,4,59876644
920,3,4,3,3,4,1,4,4,79684187
921,4,4,1,7,3,1,2,4,70797246
922,1,3,1,7,1,3,3,3,40522362
923,4,2,3,2,3,2,2,3,77703500
924,2,2,2,2,4,1,3,3,84286925
925,2,3,2,2,1,1,1,2,73864505
926,2,4,1,6,2,1,1,3,23098944
927,3,3,4,6,4,4,4,5,27361994
928,1,1,1,6,1,1,1,2,98070824
929,2,2,3,2,4,2,1,3,9038239
930,3,4,3,7,3,3,3,4,92755263
931,2,2,2,2,3,2,3,3,24034764
932,4,4,4,6,4,4,4,5,46688323
933,1,1,1,1,1,1,1,1,2318448
934,2,4,1,8,2,2,2,3,37571550
935,2,3,1,1,2,4,2,2,71231311
936,1,1,1,3,1,3,2,2,10784354
937,3,1,3,3,2,4,4,3,91499729
938,3,3,1,8,3,4,1,4,66238294
939,3,4,2,7,2,3,1,4,39529405
940,1,4,4,8,3,3,4,5,58668826
941,2,2,3,2,3,3,2,3,67510565
942,4,1,1,8,2,3,1,3,43361072
943,1,1,1,1,1,1,1,1,35034716
944,2,4,1,8,1,4,2,4,33885675
945,2,2,2,1,1,3,1,2,15771381
946,1,1,1,1,1,1,1,1,95268376
947,3,1,2,2,4,4,3,3,4187175
948,2,2,1,5,3,2,2,3,66897852
949,4,4,3,6,4,4,3,5,26623516
950,4,4,4,5,4,4,4,5,48013631
951,1,1,1,1,1,1,1,1,30793548
952,1,1,1,1,1,1,1,1,91352156
953,3,1,2,3,2,1,1,2,63595284
954,3,3,2,3,2,2,1,3,41050630
955,1,1,4,1,1,3,3,2,82435834
956,1,2,3,5,1,3,1,3,8083474
957,2,4,2,7,2,3,1,3,18009932
958,1,1,1,1,1,1,1,1,47266959
959,1,1,1,1,1,1,1,1,12158055
960,2,2,4,4,1,3,1,3,83367108
961,3,3,4,3,1,3,2,3,14535458
962,3,4,2,3,2,4,4,4,54914476
963,3,1,1,8,3,2,2,3,7287390
964,2,4,4,6,2,1,2,3,54662432
965,3,3,2,8,1,1,4,4,95548156
966,1,1,3,7,1,2,4,3,60983475
967,3,1,4,1,3,2,3,3,10669286
968,3,1,3,1,4,2,1,2,40966576
969,3,3,4,5,4,4,2,4,35616022
970,4,4,4,8,4,4,4,5,7699070
971,4,4,4,5,4,4,4,5,18029664
972,4,1,4,1,4,1,1,3,62274205
973,2,3,1,4,4,1,4,3,43922997
974,1,2,1,3,1,3,1,2,5651715
975,1,1,1,1,1,1,1,1,36655493
976,4,4,3,7,2,1,4,4,88952510
977,1,3,4,6,2,1,2,3,60293190
978,2,4,2,2,3,2,4,3,53230735
979,1,2,2,4,4,1,3,3,14909988
980,2,4,3,8,3,2,3,4,15265364
981,2,2,3,2,4,1,4,3,45943679
982,3,4,1,2,4,4,3,3,25890514
983,4,3,1,2,1,2,4,3,60473049
984,1,1,3,3,1,2,1,2,21163116
985,3,1,4,7,4,4,1,4,47257608
986,1,4,4,4,4,2,2,3,40005921
987,2,2,4,5,4,1,3,3,78856705
988,3,2,3,3,2,4,1,3,66047949
989,4,4,4,8,4,4,4,5,78166585
990,4,4,4,8,4,4,4,5,58418831
991,4,4,4,5,4,4,4,5,93821422
992,4,1,4,8,3,4,1,4,81342905
993,1,3,1,2,4,1,2,2,76537797
994,4,3,3,3,1,2,1,3,94130694
995,3,3,3,8,4,4,2,5,2348829
996,2,4,4,8,1,1,4,4,15680800
997,3,1,2,4,1,2,4,3,31919209
998,1,4,1,2,3,1,1,2,42465098
999,3,4,3,5,1,4,4,4,84662407
1000,2,4,4,6,2,3,4,4,74292915
1001,2,2,4,7,4,3,2,4,67898661
1002,2,3,3,6,4,1,1,3,31994020
1003,3,4,2,3,2,4,1,3,48799106
1004,2,3,3,7,1,2,4,4,24755229
1005,4,4,4,7,4,4,4,5,54109575
1006,1,3,2,8,4,2,1,3,56570295
1007,1,2,1,2,4,4,4,3,17851354
1008,3,4,3,6,3,1,2,4,59278318
1009,3,4,2,4,4,2,4,4,96621150
1010,1,1,1,1,1,1,1,1,31540037
1011,2,3,3,4,2,1,2,3,13751764
1012,3,1,3,7,1,1,4,3,5455751
1013,1,1,1,1,1,1,1,1,95419664
1014,4,4,1,4,3,4,1,3,77019655
1015,4,4,4,7,4,4,4,5,91490700
1016,1,1,1,1,1,1,1,1,50209643
1017,2,2,3,8,3,3,4,4,9770647
1018,4,4,3,4,2,3,2,4,40666358
1019,1,1,1,1,1,1,1,1,76511366
1020,2,4,4,1,3,3,1,3,8383806
1021,4,4,4,7,4,4,4,5,54748190
1022,2,3,1,6,3,1,1,3,73129394
1023,1,1,1,1,1,1,1,1,17132570
1024,1,4,3,3,4,1,1,3,47319040
1025,2,1,4,2,1,3,1,2,5422896
1026,4,2,2,1,2,4,2,3,37993610
1027,3,4,4,2,3,3,2,3,91396991
1028,4,3,1,7,4,3,3,4,24901513
1029,3,3,4,4,3,4,2,4,43120075
1030,2,4,1,8,3,3,4,4,53844285
1031,3,4,3,4,1,3,3,3,13605998
1032,1,3,1,3,1,4,4,3,87939153
1033,1,1,3,3,3,2,4,3,67975259
1034,1,4,2,4,4,4,3,4,12774797
1035,3,1,2,5,4,4,2,3,33804820
1036,2,1,3,7,2,3,1,3,53427278
1037,2,3,1,3,4,2,1,3,22917002
1038,2,1,4,1,2,4,1,2,49545432
1039,4,3,1,5,4,1,2,3,26447225
1040,3,1,4,6,4,4,2,4,27344103
1041,4,3,1,2,2,4,4,3,52956657
1042,1,2,4,6,3,3,4,4,97536468
1043,4,4,4,6,4,4,4,5,79895404
1044,3,3,3,1,4,3,3,3,23209932
1045,3,2,3,8,2,3,4,4,89805483
1046,1,3,4,6,1,1,1,3,18989704
1047,3,1,4,1,4,3,3,3,15904541
1048,3,3,4,7,1,2,2,4,68685910
1049,2,2,2,7,3,1,3,3,25565209
1050,2,3,4,1,3,3,1,3,66874688
1051,1,2,3,2,3,2,2,2,42469143
1052,1,1,4,3,3,4,2,3,61730097
1053,2,2,2,1,4,4,4,3,29464690
1054,1,1,1,1,1,1,1,1,81013494
1055,1,1,1,1,1,1,1,1,25368264
1056,1,3,1,5,1,1,4,3,85244741
1057,2,4,2,8,2,2,1,3,63969259
1058,3,1,3,4,2,4,2,3,5272941
1059,4,1,4,7,3,3,1,4,39315329
1060,1,1,1,1,1,1,1,1,24240688
1061,1,2,1,7,2,4,2,3,10277664
1062,2,1,1,2,3,4,1,2,73312728
1063,4,4,4,5,4,4,4,5,62427521
1064,1,1,1,1,1,1,1,1,86206863
1065,1,4,3,8,3,2,4,4,39599542
1066,1,1,1,1,1,1,1,1,80223446
1067,1,3,1,6,2,2,4,3,70905699
1068,4,1,2,8,2,2,2,3,13454139
1069,1,3,2,4,1,2,4,3,63379944
1070,1,1,1,1,1,1,1,1,55817798
1071,3,1,3,8,2,2,2,3,64660582
1072,4,4,4,1,2,2,3,3,48289124
1073,1,3,3,8,4,2,2,4,27235934
1074,3,4,3,7,1,1,4,4,11302868
1075,1,1,1,1,1,1,1,1,65714555
1076,4,4,4,5,4,4,4,5,68228800
1077,2,4,4,7,4,2,3,4,53659797
1078,4,3,1,5,3,4,1,3,30965961
1079,2,3,4,2,3,4,2,3,39988500
1080,1,2,1,7,1,4,4,3,63560384
1081,1,2,1,1,1,2,2,1,45486551
1082,1,1,1,1,1,1,1,1,91253072
1083,2,4,4,1,1,2,4,3,2605549
1084,4,3,3,8,1,3,2,4,59944881
1085,2,3,3,5,2,4,2,3,60586336
1086,4,4,2,2,2,4,1,3,54446787
1087,2,3,4,3,3,3,1,3,53596411
1088,4,3,3,8,3,1,1,4,16625796
1089,4,1,4,3,2,2,2,3,68774021
1090,3,2,3,2,4,1,4,3,67532145
1091,2,3,3,5,2,1,1,3,64260995
1092,4,3,1,1,1,3,1,2,49758991
1093,4,4,4,8,4,4,4,5,16716746
1094,4,4,4,6,4,4,4,5,17063678
1095,3,1,1,8,2,3,2,3,43839578
1096,3,2,3,3,1,3,3,3,47209910
1097,1,1,3,3,4,2,1,2,99748089
1098,2,3,4,3,1,4,4,3,76515539
1099,1,4,3,4,2,2,1,3,99790148
1100,4,4,4,6,2,1,1,4,75282473
1101,2,3,4,7,4,2,2,4,89150426
1102,4,2,3,3,4,3,2,3,83899177
1103,4,3,1,6,3,1,2,3,92085664
1104,4,1,1,7,2,3,1,3,19115355
1105,4,3,4,6,2,2,1,4,4140416
1106,3,4,3,1,3,1,2,3,56774335
1107,2,1,3,1,1,1,1,1,83943377
1108,2,1,3,7,3,1,3,3,98019899
1109,4,3,1,4,1,4,4,3,59732598
1110,1,2,1,7,1,4,3,3,12390200
1111,1,4,1,5,1,1,1,2,98423309
1112,4,4,4,8,4,4,4,5,25869086
1113,3,4,2,2,3,3,1,3,14153206
1114,4,1,1,7,4,4,2,4,67656349
1115,2,2,1,3,3,4,3,3,11758992
1116,1,1,4,2,2,4,1,2,88042372
1117,3,1,4,3,1,2,2,3,37323602
1118,4,4,4,8,4,4,4,5,52770836
1119,3,2,1,5,4,1,4,3,48121700
1120,4,1,2,2,4,3,2,3,42846392
1121,2,2,1,7,1,4,1,3,46907965
1122,2,4,4,4,3,3,2,4,9312940
1123,4,4,1,5,3,4,4,4,99959509
1124,2,3,3,6,3,3,2,4,31211593
1125,3,4,4,1,4,4,3,4,29380708
1126,1,3,4,2,4,1,2,3,64345428
1127,1,1,1,1,1,1,1,1,30122923
1128,4,4,3,4,3,4,1,4,5017061
1129,3,4,4,2,4,4,3,4,73210389
1130,2,4,3,4,1,2,1,3,86513393
1131,3,4,1,6,2,3,3,4,6876738
1132,2,3,4,4,3,4,3,4,45528165
1133,2,2,3,8,4,2,2,4,66645489
1134,4,1,1,1,3,3,3,3,83265708
1135,3,2,4,7,1,1,3,3,47795575
1136,2,1,2,2,2,3,2,2,14808240
1137,1,1,1,2,2,2,4,2,98318617
1138,3,2,4,5,1,4,3,4,62669199
1139,3,2,3,2,2,4,2,3,20420308
1140,3,4,3,5,3,3,1,4,34637003
1141,2,4,1,3,2,3,2,3,4061474
1142,1,1,2,4,2,1,4,2,17649759
1143,4,1,3,5,3,1,2,3,24256828
1144,4,3,1,3,3,3,4,3,59337914
1145,4,4,3,1,1,1,3,3,15808097
1146,4,4,2,6,1,3,3,4,30328939
1147,4,4,4,7,4,4,4,5,31065427
1148,1,3,4,6,4,1,4,4,82461446
1149,3,4,2,3,2,3,2,3,41030222
1150,2,3,1,7,2,4,1,3,92254553
1151,4,2,2,6,1,1,3,3,11070094
1152,1,1,1,1,1,1,1,1,50872750
1153,2,1,1,4,1,2,1,2,59126897
1154,2,2,2,1,3,1,3,2,82851170
1155,1,1,1,1,1,1,1,1,90923699
1156,3,4,4,4,4,1,3,4,53861770
1157,4,4,4,5,4,4,4,5,77644992
1158,2,3,2,4,4,1,1,3,57994870
1159,1,4,1,3,3,2,4,3,25268477
1160,1,1,1,1,1,1,1,1,59466169
1161,2,4,4,1,3,1,3,3,93344909
1162,3,2,2,1,1,2,3,2,30446337
1163,1,1,3,5,1,2,2,2,42393412
1164,2,3,3,1,3,4,1,3,54335256
1165,4,1,4,1,3,2,1,3,28334439
1166,4,2,2,6,2,2,1,3,41049299
1167,4,1,3,2,4,1,3,3,32100391
1168,4,4,4,7,4,4,4,5,57095688
1169,3,1,1,3,4,4,4,3,6569186
1170,4,1,2,2,2,2,3,3,53432147
1171,3,4,2,7,2,2,1,3,35444618
1172,4,1,4,4,4,3,1,3,49675756
1173,1,4,4,1,1,1,4,3,10110390
1174,1,3,3,6,4,4,4,4,55810656
1175,3,3,2,8,1,4,1,4,10865467
1176,1,2,4,2,2,2,2,2,63284106
1177,4,4,4,7,4,4,4,5,57148839
1178,2,1,3,3,2,3,1,2,19708126
1179,1,3,1,1,4,1,2,2,86871459
1180,4,3,3,4,2,4,2,4,33769648
1181,2,1,3,5,1,3,1,3,8560297
1182,4,1,2,8,4,1,2,4,65864394
1183,3,3,2,6,4,1,2,3,9246434
1184,1,1,3,3,3,2,4,3,27153220
1185,1,1,2,4,1,4,3,3,90914362
1186,1,1,1,1,1,1,1,1,22908534
1187,1,2,1,8,1,4,3,3,71201182
1188,2,4,3,8,1,4,4,4,92183010
1189,4,3,2,3,1,2,1,3,9726629
1190,1,1,4,3,4,4,1,3,79442042
1191,1,2,4,4,2,4,1,3,72484446
1192,4,4,4,6,4,4,4,5,90490355
1193,1,1,1,1,1,1,1,1,39031620
1194,4,3,2,6,1,1,4,3,91545135
1195,1,3,2,4,4,3,4,3,60572338
1196,4,4,4,7,1,2,4,4,89361890
1197,3,1,3,1,4,1,2,2,84466354
1198,4,2,2,2,4,3,2,3,10406993
1199,3,3,2,2,4,2,3,3,17110913
1200,2,1,2,1,2,2,3,2,49398982
1201,1,1,1,1,1,1,1,1,70909712
1202,2,2,3,2,3,1,4,3,99756657
1203,1,3,1,1,4,4,4,3,60265493
1204,1,1,3,1,4,2,4,3,23819779
1205,1,1,3,6,1,2,4,3,5063941
1206,4,1,3,5,4,4,4,4,42369766
1207,4,3,4,2,1,4,3,3,21543969
1208,2,1,1,5,2,1,1,2,4459902
1209,4,1,4,3,3,2,3,3,66939562
1210,4,3,1,3,3,2,4,3,62759373
1211,1,4,2,5,4,1,1,3,10948492
1212,2,4,4,8,1,4,4,5,14406979
1213,1,1,1,1,1,1,1,1,26897909
1214,4,1,2,1,4,3,3,3,58048421
1215,1,1,4,6,4,1,3,3,53085702
1216,4,4,3,2,4,3,4,4,44630952
1217,4,1,4,5,4,4,4,4,88850306
1218,1,1,1,1,1,1,1,1,9517835
1219,1,3,4,3,1,3,4,3,69921230
1220,4,4,4,5,4,4,4,5,50795192
1221,1,4,2,3,1,3,2,3,93212468
1222,1,1,1,1,1,1,1,1,10373804
1223,1,1,1,1,1,1,1,1,63290560
1224,3,2,4,3,3,2,4,3,6769897
1225,1,1,1,1,1,1,1,1,13574186
1226,4,4,4,5,4,4,4,5,56531266
1227,4,1,2,2,4,1,3,3,25663838
1228,1,1,1,1,3,3,1,2,47065068
1229,4,1,2,7,2,2,3,3,52801330
1230,3,2,3,5,1,4,3,3,22261072
1231,3,4,3,4,2,1,1,3,91266317
1232,4,4,4,7,4,4,4,5,69225403
1233,4,2,3,5,2,3,4,4,35071080
1234,4,4,4,8,4,4,4,5,54073362
1235,1,1,1,1,1,1,1,1,15116376
1236,2,4,4,3,3,3,3,4,46506693
1237,1,4,2,2,4,1,1,2,67404595
1238,2,4,1,3,3,4,1,3,8829502
1239,3,2,3,4,3,2,3,3,90298290
1240,1,1,1,1,1,1,1,1,5327512
1241,1,3,1,6,1,3,1,3,62404734
1242,4,4,4,6,4,4,4,5,24969830
1243,1,3,1,5,2,2,4,3,17126892
1244,3,4,4,5,2,3,1,4,31789874
1245,1,4,4,7,4,3,3,4,33953888
1246,3,2,4,6,4,1,1,3,60520612
1247,1,3,2,4,3,2,2,3,1957323
1248,4,2,1,3,3,2,4,3,2537353
1249,4,2,4,1,1,1,4,3,84714159
1250,1,1,1,1,1,1,1,1,95941110
1251,2,4,3,2,3,4,4,4,53421080
1252,1,3,4,4,4,1,1,3,98379029
1253,2,4,4,8,2,2,4,4,43047740
